Make,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Drivetrain,Seating Capacity,Fuel Tank Capacity,Volume,Power_bhp,Power_rpm,Torque_Nm,Torque_rpm
Mahindra,994999,2016,105000,Diesel,Automatic,Mumbai,Grey,Second,Individual,FWD,7.0,70.0,15468185.25,138.0,3750.0,330.0,1600.0
Maruti Suzuki,675000,2016,45000,Diesel,Manual,Jalandhar,Red,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Maruti Suzuki,455000,2014,30183,Petrol,Manual,Mumbai,Grey,First,Individual,FWD,5.0,42.0,10529721.375,85.0,6000.0,114.0,4000.0
Maruti Suzuki,345000,2016,73190,Petrol,Manual,Nagpur,Grey,Second,Individual,FWD,5.0,35.0,9146858.5,67.0,6200.0,90.0,3500.0
BMW,4700000,2022,13120,Petrol,Automatic,Pune,White,First,Individual,FWD,5.0,51.0,12940583.226,189.0,5000.0,280.0,1350.0
Hyundai,700000,2014,64000,Petrol,Manual,Dehradun,White,First,Individual,FWD,5.0,56.0,11819902.5,147.0,6500.0,177.0,4700.0
Honda,499000,2014,140000,Diesel,Manual,Hyderabad,White,First,Individual,FWD,5.0,40.0,11251071.0,99.0,3600.0,200.0,1750.0
Maruti Suzuki,590000,2015,39000,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,43.0,11535034.5,91.0,6000.0,130.0,4000.0
Nissan,490000,2014,56918,Petrol,Automatic,Coimbatore,Blue,Second,Individual,FWD,5.0,41.0,9743996.25,76.0,6000.0,104.0,4400.0
Maruti Suzuki,695000,2018,55000,Diesel,Automatic,Delhi,Grey,First,Individual,FWD,5.0,37.0,10500957.375,74.0,4000.0,190.0,2000.0
Hyundai,1025000,2019,42000,Diesel,Manual,Mumbai,Silver,First,Individual,FWD,5.0,45.0,11349195.75,89.0,4000.0,220.0,1500.0
Volkswagen,3375000,2021,25000,Petrol,Automatic,Mumbai,Silver,First,Individual,AWD,7.0,60.0,14471962.686,188.0,4200.0,320.0,1500.0
Toyota,2250000,2019,28000,Diesel,Manual,Pune,Maroon,First,Individual,RWD,8.0,55.0,15553764.75,148.0,3400.0,343.0,1400.0
Mercedes-Benz,2650000,2018,43000,Diesel,Automatic,Mumbai,Grey,Second,Individual,FWD,5.0,50.0,11923458.624,134.0,3600.0,300.0,1600.0
Maruti Suzuki,715000,2021,16000,Petrol,Manual,Delhi,Grey,First,Individual,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
Hyundai,1200000,2019,27657,Diesel,Automatic,Kolkata,Grey,Second,Individual,FWD,5.0,55.0,12654999.0,126.0,4000.0,260.0,1500.0
Hyundai,275000,2012,30000,Petrol,Manual,Indore,White,First,Individual,FWD,5.0,32.0,7961475.0,68.0,6200.0,94.0,3500.0
Honda,445000,2012,111000,Petrol,Manual,Ernakulam,Red,First,Individual,FWD,5.0,42.0,11175813.0,116.0,6600.0,146.0,4800.0
Mercedes-Benz,1850000,2016,37600,Diesel,Automatic,Pune,Red,First,Individual,FWD,4.0,50.0,10965631.26,134.0,3600.0,300.0,1400.0
Maruti Suzuki,665000,2017,48000,Diesel,Manual,Delhi,Blue,First,Individual,FWD,5.0,37.0,10456912.5,74.0,4000.0,190.0,2000.0
Hyundai,1090000,2019,37000,Diesel,Manual,Hyderabad,Blue,First,Individual,FWD,5.0,55.0,12654999.0,89.0,4000.0,220.0,1500.0
Mercedes-Benz,5500000,2015,54000,Diesel,Automatic,Faridabad,White,First,Individual,RWD,5.0,70.0,14883458.076,255.0,3600.0,620.0,1600.0
Audi,2400000,2017,81802,Diesel,Automatic,Nashik,Blue,Second,Individual,FWD,5.0,75.0,13450663.11,190.0,3800.0,400.0,1750.0
Hyundai,1085000,2018,45915,Diesel,Automatic,Mumbai,Black,First,Individual,FWD,5.0,45.0,11323221.0,126.0,4000.0,260.0,1500.0
Hyundai,2140000,2021,24000,Petrol,Automatic,Mumbai,Grey,First,Individual,FWD,6.0,50.0,13492125.0,157.0,6500.0,191.0,4500.0
Honda,795000,2019,22224,Petrol,Automatic,Pune,Grey,First,Individual,FWD,5.0,35.0,10164059.025,89.0,6000.0,110.0,4800.0
Maruti Suzuki,1080000,2021,38000,CNG,Manual,Delhi,White,First,Individual,FWD,7.0,45.0,12269698.2,94.0,6000.0,130.0,4000.0
Honda,628000,2018,53848,Petrol,Manual,Delhi,Maroon,First,Individual,FWD,5.0,35.0,10164059.025,89.0,6000.0,110.0,4800.0
BMW,1550000,2013,104264,Diesel,Automatic,Hyderabad,Red,Second,Individual,RWD,5.0,57.0,11989828.727,188.0,4000.0,400.0,1750.0
Mercedes-Benz,2400000,2016,61159,Petrol,Automatic,Mumbai,Black,Second,Individual,RWD,5.0,80.0,13333311.684,184.0,5500.0,300.0,1200.0
Honda,595000,2015,72000,Petrol,Manual,Meerut,Brown,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Land Rover,3450000,2016,29000,Diesel,Automatic,Delhi,Blue,First,Individual,AWD,5.0,57.0,13870522.5,188.0,3500.0,420.0,1750.0
Honda,819999,2018,42000,Petrol,Manual,Chennai,Maroon,First,Individual,FWD,5.0,40.0,11101759.866,89.0,6000.0,110.0,4800.0
Audi,1490000,2012,40000,Diesel,Automatic,Raipur,Black,First,Individual,AWD,5.0,75.0,14522996.826,174.0,4200.0,380.0,1750.0
Mahindra,950000,2020,57400,Diesel,Manual,Agra,White,First,Individual,FWD,5.0,42.0,11836254.165,115.0,3750.0,300.0,1500.0
Jaguar,3750000,2019,13500,Diesel,Automatic,Delhi,Silver,Second,Individual,RWD,5.0,66.0,15437056.329,177.0,4000.0,430.0,1750.0
Mercedes-Benz,4950000,2021,12400,Petrol,Automatic,Pune,Blue,First,Individual,RWD,5.0,66.0,12230553.72,201.0,5800.0,300.0,1200.0
Jeep,2950000,2021,38000,Diesel,Automatic,Pune,White,First,Individual,AWD,5.0,60.0,13133595.6,168.0,3750.0,350.0,1750.0
Toyota,1290000,2012,121000,Diesel,Manual,Ludhiana,Gold,Second,Individual,AWD,7.0,80.0,16015820.0,169.0,3600.0,343.0,1400.0
Toyota,625000,2015,76000,Diesel,Manual,Pune,White,First,Individual,FWD,5.0,45.0,9661923.75,67.0,3800.0,170.0,1800.0
Mahindra,1490000,2018,50000,Diesel,Manual,Chennai,Maroon,First,Individual,FWD,7.0,70.0,15468185.25,138.0,3750.0,330.0,1600.0
Mahindra,1190000,2017,41470,Diesel,Automatic,Delhi,Black,First,Individual,FWD,7.0,70.0,15468185.25,138.0,3750.0,330.0,1600.0
Mahindra,625000,2013,170000,Diesel,Manual,Salem,White,Third,Individual,RWD,8.0,60.0,15897387.25,120.0,4000.0,290.0,1800.0
Land Rover,5375000,2014,80000,Diesel,Automatic,Delhi,White,Second,Individual,AWD,5.0,77.0,18003217.26,289.0,4000.0,600.0,2000.0
Honda,1138000,2018,6000,Petrol,Automatic,Mumbai,Silver,First,Corporate,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Audi,4250000,2021,17000,Petrol,Automatic,Mumbai,White,First,Individual,FWD,5.0,63.0,12249405.102,170.0,3800.0,320.0,1400.0
Honda,365000,2014,31000,Petrol,Manual,Kharar,White,First,Individual,FWD,5.0,35.0,9097200.0,87.0,6000.0,109.0,4500.0
Chevrolet,475000,2014,73265,Diesel,Automatic,Delhi,White,Second,Individual,FWD,5.0,60.0,12140106.972,164.0,3800.0,380.0,2000.0
Hyundai,1225000,2019,47000,Diesel,Manual,Jalandhar,White,First,Individual,FWD,5.0,55.0,12654999.0,126.0,4000.0,260.0,1500.0
Maruti Suzuki,725000,2017,42000,Diesel,Manual,Delhi,White,First,Individual,FWD,7.0,45.0,12269698.2,89.0,4000.0,200.0,1750.0
Mercedes-Benz,2450000,2017,25000,Diesel,Automatic,Mumbai,White,Second,Individual,FWD,5.0,50.0,11904592.392,134.0,3600.0,300.0,1600.0
Maruti Suzuki,695000,2018,68818,Petrol,Automatic,Mumbai,Silver,First,Individual,FWD,5.0,37.0,10500957.375,82.0,6000.0,113.0,4200.0
Toyota,2200000,2018,57000,Diesel,Automatic,Pune,Grey,First,Individual,RWD,7.0,55.0,15553764.75,172.0,3400.0,360.0,1200.0
Honda,950000,2020,39000,Diesel,Automatic,Ludhiana,White,First,Individual,FWD,5.0,35.0,10164059.025,79.0,3600.0,160.0,1750.0
Toyota,2598000,2022,12050,Petrol,Automatic,Delhi,Black,First,Individual,RWD,7.0,65.0,15553764.75,164.0,5200.0,245.0,4000.0
Honda,585000,2017,24100,Petrol,Manual,Mumbai,Silver,First,Individual,FWD,5.0,40.0,10344444.88,89.0,6000.0,110.0,4800.0
Ford,434999,2017,23000,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,42.0,10326575.625,87.0,6300.0,112.0,4000.0
Maruti Suzuki,910000,2019,76000,Diesel,Manual,Hyderabad,White,First,Individual,FWD,5.0,43.0,11535034.5,94.0,4000.0,225.0,1500.0
Maruti Suzuki,565000,2020,47000,Petrol,Manual,Hyderabad,White,First,Individual,FWD,5.0,35.0,9222720.0,67.0,6000.0,90.0,3500.0
Toyota,1050000,2021,1910,Petrol,Automatic,Varanasi,White,First,Individual,FWD,5.0,48.0,11727722.0,103.0,6000.0,138.0,4400.0
Hyundai,990000,2019,23000,Diesel,Manual,Ahmedabad,Orange,First,Individual,FWD,5.0,60.0,12388978.0,89.0,4000.0,224.0,1500.0
Audi,2590000,2020,36978,Diesel,Automatic,Chandigarh,Blue,Second,Individual,FWD,5.0,50.0,11332214.016,141.0,3500.0,320.0,1750.0
Mahindra,1000000,2016,33000,Diesel,Manual,Rudrapur,White,First,Individual,AWD,7.0,70.0,15468185.25,138.0,3750.0,330.0,1600.0
Hyundai,254999,2012,18954,Petrol,Manual,Patna,White,First,Individual,FWD,5.0,35.0,8863016.25,68.0,5500.0,99.081,4500.0
Hyundai,598000,2015,58200,Petrol,Automatic,Navi Mumbai,Silver,First,Individual,FWD,5.0,43.0,10957775.0,121.0,6300.0,158.0,4200.0
Hyundai,560000,2016,80000,Diesel,Manual,Ambala Cantt,White,Second,Individual,FWD,5.0,40.0,10399534.95,89.0,4000.0,220.0,1500.0
Audi,975000,2011,75000,Diesel,Automatic,Lucknow,Silver,First,Individual,FWD,5.0,63.0,12249405.102,177.0,4200.0,380.0,1750.0
Audi,2600000,2017,64000,Diesel,Automatic,Chennai,Blue,First,Individual,FWD,5.0,50.0,11332214.016,141.0,3500.0,320.0,1750.0
Skoda,745000,2016,117048,Diesel,Manual,Hyderabad,Silver,First,Individual,FWD,5.0,55.0,10924359.324,105.0,4400.0,250.0,2500.0
Hyundai,495000,2017,47000,Petrol,Manual,Delhi,Silver,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Audi,2450000,2018,43290,Petrol,Automatic,Pune,Blue,First,Individual,FWD,5.0,50.0,11332214.016,178.0,5100.0,250.0,150.0
Mercedes-Benz,2850000,2016,7000,Diesel,Automatic,Delhi,White,First,Individual,RWD,5.0,66.0,12230553.72,168.0,3000.0,400.0,1400.0
Mahindra,925000,2016,150000,Diesel,Manual,Lucknow,White,First,Individual,RWD,8.0,60.0,16179290.4,120.0,4000.0,280.0,1800.0
Toyota,1075000,2013,125000,Diesel,Automatic,Delhi,White,First,Individual,RWD,7.0,80.0,16015820.0,169.0,3600.0,360.0,1400.0
Mercedes-Benz,6225000,2019,42079,Diesel,Automatic,Pune,Silver,First,Individual,RWD,5.0,80.0,14069266.92,255.0,3400.0,620.0,1600.0
Audi,1500000,2014,69000,Diesel,Automatic,Mohali,Blue,First,Individual,FWD,5.0,65.0,13401583.05,177.0,3750.0,380.0,1750.0
Mitsubishi,625000,2011,40000,Diesel,Manual,Mirzapur,White,Second,Individual,AWD,5.0,92.0,16036237.5,118.0,4000.0,292.0,2000.0
Toyota,325000,2011,101347,Petrol,Manual,Pune,Red,Third,Individual,FWD,5.0,45.0,10916054.25,90.0,5600.0,132.0,3000.0
Mahindra,1485000,2021,36700,Diesel,Manual,Chennai,White,First,Individual,FWD,8.0,45.0,15177652.14,121.0,3500.0,300.0,1750.0
Audi,1650000,2012,240000,Diesel,Automatic,Lucknow,White,First,Individual,AWD,5.0,75.0,13401583.05,245.0,4000.0,500.0,1400.0
Audi,1800000,2014,76529,Diesel,Automatic,Pune,Blue,First,Individual,FWD,5.0,50.0,11332214.016,141.0,3500.0,320.0,1750.0
Toyota,1290000,2014,85000,Diesel,Manual,Bangalore,Silver,Second,Individual,RWD,7.0,55.0,14202496.0,100.0,3600.0,200.0,1400.0
Nissan,600000,2016,99000,Diesel,Manual,Chennai,White,First,Individual,FWD,5.0,50.0,13185998.022,84.0,3750.0,200.0,1900.0
Hyundai,436000,2014,37959,Petrol,Automatic,Delhi,White,Second,Individual,FWD,5.0,43.0,9499848.0,79.0,6000.0,112.0,4000.0
Toyota,4300000,2021,60000,Diesel,Automatic,Chandigarh,White,First,Individual,AWD,7.0,80.0,16321820.375,174.0,3400.0,450.0,1600.0
Datsun,270000,2017,27000,Petrol,Manual,Lucknow,Silver,First,Individual,FWD,5.0,35.0,9189885.375,67.0,5000.0,104.0,4000.0
Hyundai,1911000,2022,1300,Petrol,Automatic,Delhi,Black,First,Individual,FWD,5.0,50.0,12584595.0,138.0,6000.0,242.0,1500.0
BMW,8600000,2020,21696,Diesel,Automatic,Mumbai,Blue,First,Individual,AWD,5.0,80.0,17212135.56,262.0,4000.0,620.0,1500.0
Mercedes-Benz,3900000,2019,33000,Diesel,Automatic,Delhi,Beige,First,Individual,RWD,5.0,66.0,12230553.72,192.0,3800.0,400.0,1600.0
Volvo,2000000,2016,6000,Diesel,Automatic,Mumbai,Red,First,Individual,FWD,5.0,60.0,11360313.18,150.0,3500.0,350.0,1500.0
Hyundai,465000,2019,19000,Petrol,Automatic,Kolkata,Gold,First,Individual,FWD,5.0,35.0,9263982.0,68.0,5500.0,99.0,4500.0
Honda,875000,2019,58618,Petrol,Manual,Pune,Grey,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Mahindra,850000,2019,85641,Diesel,Manual,Bhopal,White,First,Commercial Registration,RWD,7.0,60.0,13481387.175,100.0,3750.0,240.0,1600.0
Renault,426999,2020,41669,Petrol,Automatic,Zirakpur,Others,First,Individual,FWD,5.0,28.0,8585910.398,67.0,5500.0,91.0,4250.0
Mercedes-Benz,9200000,2022,10000,Diesel,Automatic,Delhi,Blue,First,Individual,AWD,5.0,93.0,18820532.496,241.0,4200.0,500.0,1600.0
Hyundai,1035000,2018,36000,Diesel,Manual,Patna,Grey,First,Individual,FWD,5.0,60.0,12388978.0,126.0,4000.0,265.0,1900.0
Maruti Suzuki,695000,2018,31000,Petrol,Manual,Mumbai,Grey,First,Individual,FWD,5.0,37.0,10500957.375,89.0,6000.0,113.0,4400.0
BMW,3675000,2020,37180,Diesel,Automatic,Bangalore,White,First,Individual,RWD,5.0,63.0,14065642.92,184.0,4000.0,350.0,1750.0
Mahindra,1700000,2021,14000,Diesel,Automatic,Yamunanagar,Black,First,Individual,AWD,4.0,57.0,13373978.8,130.0,3750.0,300.0,1600.0
Tata,449000,2018,53512,Petrol,Manual,Hyderabad,Orange,Second,Individual,FWD,5.0,35.0,9470431.17,84.0,6000.0,114.0,3500.0
MG,3950000,2021,40000,Diesel,Automatic,Delhi,Silver,First,Individual,AWD,6.0,75.0,17925272.37,215.0,4000.0,480.0,1500.0
Hyundai,565000,2015,65000,Diesel,Manual,Ludhiana,White,Second,Individual,FWD,5.0,45.0,10399534.95,89.0,4000.0,220.0,1500.0
BMW,3775000,2019,32963,Diesel,Automatic,Bangalore,Black,First,Individual,RWD,5.0,63.0,14065642.92,184.0,4000.0,350.0,1750.0
Mercedes-Benz,1275000,2012,101000,Diesel,Automatic,Surat,Brown,Second,Individual,RWD,5.0,80.0,13267149.84,231.0,3000.0,400.0,2800.0
Renault,375000,2018,14000,Petrol,Manual,Mumbai,Green,First,Individual,FWD,5.0,28.0,8585910.398,67.0,5500.0,91.0,4250.0
Maruti Suzuki,949000,2018,50500,Diesel,Manual,Dharwad,Blue,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Maruti Suzuki,775000,2019,80849,Diesel,Manual,Hyderabad,White,First,Individual,FWD,5.0,37.0,10193472.0,74.0,4000.0,190.0,2000.0
Audi,1800000,2014,19868,Diesel,Automatic,Delhi,White,First,Individual,FWD,5.0,65.0,13401583.05,177.0,3750.0,380.0,1750.0
Honda,825000,2016,45000,Petrol,Automatic,Mumbai,White,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Hyundai,509999,2019,30858,Petrol,Manual,Hyderabad,Silver,First,Individual,FWD,5.0,35.0,9263982.0,68.0,5500.0,99.0,4500.0
Mahindra,1350000,2018,56500,Diesel,Manual,Lucknow,Black,First,Individual,RWD,7.0,60.0,16179290.4,140.0,3750.0,320.0,1500.0
Hyundai,650000,2020,37003,Petrol,Manual,Bangalore,Grey,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Honda,1490000,2021,11000,Diesel,Manual,Lucknow,White,First,Individual,FWD,5.0,40.0,11251071.0,99.0,3600.0,200.0,1750.0
Maruti Suzuki,545000,2016,53000,Petrol,Manual,Jalandhar,White,First,Individual,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
BMW,2950000,2018,75000,Diesel,Automatic,Coimbatore,White,First,Individual,RWD,5.0,57.0,11989828.727,188.0,4000.0,400.0,1750.0
Audi,1850000,2013,44087,Diesel,Automatic,Mumbai,White,First,Individual,AWD,5.0,64.0,12910527.48,174.0,4200.0,380.0,1750.0
Mercedes-Benz,1750000,2014,59000,Diesel,Automatic,Delhi,Brown,First,Individual,RWD,5.0,80.0,13333311.684,204.0,4200.0,500.0,1600.0
Audi,5500000,2017,45000,Diesel,Automatic,Mumbai,White,First,Individual,AWD,7.0,75.0,17299664.64,245.0,2910.0,600.0,1500.0
Nissan,360000,2013,92000,Diesel,Manual,Lucknow,Grey,Second,Individual,FWD,5.0,41.0,11288064.375,85.0,3750.0,200.0,2000.0
Ford,625000,2019,48422,Petrol,Manual,Kolkata,Blue,First,Individual,FWD,5.0,52.0,11622006.09,121.0,6500.0,150.0,4500.0
BMW,4150000,2019,29000,Diesel,Automatic,Delhi,Blue,First,Individual,RWD,5.0,57.0,11989828.727,188.0,4000.0,400.0,1750.0
Mahindra,1698999,2021,37500,Diesel,Manual,Dehradun,Brown,First,Individual,AWD,4.0,57.0,13373978.8,130.0,3750.0,300.0,1600.0
Maruti Suzuki,484999,2018,62000,Petrol,Manual,Faridabad,Silver,Second,Individual,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
Audi,4250000,2020,17000,Petrol,Automatic,Pune,White,First,Individual,FWD,5.0,54.0,12422451.684,148.0,5000.0,250.0,1500.0
Maruti Suzuki,800000,2017,76642,CNG,Manual,Mumbai,Silver,First,Individual,FWD,7.0,45.0,12269698.2,94.0,6000.0,130.0,4000.0
Hyundai,1275000,2019,44000,Petrol,Manual,Delhi,Grey,First,Individual,FWD,5.0,55.0,12654999.0,122.0,6400.0,151.0,4850.0
Porsche,9500000,2018,20000,Petrol,Automatic,Delhi,Yellow,First,Individual,RWD,2.0,54.0,10102707.699,295.0,6500.0,380.0,2150.0
BMW,1375000,2013,102000,Diesel,Automatic,Bangalore,White,Second,Individual,RWD,5.0,57.0,11989828.727,188.0,4000.0,400.0,1750.0
Hyundai,1700000,2022,9000,Diesel,Manual,Raipur,Black,First,Individual,FWD,5.0,50.0,12584595.0,113.0,4000.0,250.0,1500.0
Mahindra,500000,2013,135000,Diesel,Manual,Varanasi,Black,First,Individual,FWD,7.0,70.0,15468185.25,140.0,3750.0,330.0,2800.0
Mercedes-Benz,6800000,2020,14500,Diesel,Automatic,Pune,Silver,First,Individual,AWD,5.0,66.0,14473151.28,192.0,3800.0,400.0,1600.0
Maruti Suzuki,715000,2019,31552,Petrol,Automatic,Mumbai,Brown,First,Individual,FWD,5.0,37.0,10500957.375,82.0,6000.0,113.0,4200.0
Maruti Suzuki,380000,2016,70000,Petrol,Automatic,Ahmedabad,Grey,First,Individual,FWD,5.0,35.0,8956377.0,67.0,6200.0,90.0,3500.0
Honda,375000,2016,35134,Petrol,Manual,Delhi,Silver,First,Individual,FWD,5.0,35.0,9097200.0,87.0,6000.0,109.0,4500.0
Land Rover,7200000,2016,45000,Diesel,Automatic,Bangalore,White,Third,Individual,AWD,5.0,77.0,18003217.26,289.0,4000.0,600.0,2000.0
Mercedes-Benz,8190000,2020,18000,Diesel,Automatic,Delhi,Bronze,First,Individual,AWD,5.0,93.0,18820532.496,241.0,4200.0,500.0,1600.0
Maruti Suzuki,695000,2018,8000,Petrol,Automatic,Mumbai,Blue,First,Individual,FWD,5.0,37.0,10193472.0,82.0,6000.0,113.0,4200.0
Hyundai,875000,2016,62125,Diesel,Manual,Patna,White,First,Individual,FWD,5.0,60.0,12388978.0,126.0,4000.0,265.0,1900.0
Land Rover,3500000,2016,78000,Diesel,Automatic,Pune,Red,First,Individual,AWD,7.0,65.0,16084406.0,177.0,4000.0,430.0,1750.0
Hyundai,685000,2018,64300,Petrol,Manual,Pune,Brown,First,Individual,FWD,5.0,40.0,10933516.0,82.0,6000.0,115.0,4000.0
Tata,1875000,2021,28000,Diesel,Manual,Gorakhpur,White,First,Individual,FWD,7.0,50.0,15766690.124,168.0,3750.0,350.0,1750.0
Skoda,1685000,2017,28600,Petrol,Automatic,Mumbai,Grey,First,Individual,FWD,5.0,50.0,12474304.776,177.0,4500.0,250.0,1250.0
Audi,2550000,2015,69500,Diesel,Automatic,Chandigarh,White,Second,Individual,FWD,5.0,75.0,13450663.11,190.0,3800.0,400.0,1750.0
Hyundai,869999,2017,70000,Diesel,Manual,Kanpur,White,First,Individual,FWD,5.0,60.0,12388978.0,126.0,4000.0,265.0,1900.0
Mahindra,875000,2018,24000,Diesel,Manual,Mumbai,White,First,Individual,AWD,6.0,60.0,13058225.6,105.0,3800.0,247.0,1800.0
Audi,1390000,2012,69500,Diesel,Automatic,Ahmedabad,Blue,First,Individual,AWD,5.0,64.0,12910527.48,174.0,4200.0,380.0,1750.0
Maruti Suzuki,825000,2019,25500,Diesel,Manual,Lucknow,Silver,First,Individual,FWD,5.0,48.0,11727722.0,89.0,4000.0,200.0,1750.0
Maruti Suzuki,785000,2017,20000,Petrol,Automatic,Mumbai,Blue,First,Individual,FWD,5.0,43.0,11535034.5,91.0,6000.0,130.0,4000.0
Mercedes-Benz,2145000,2016,55000,Diesel,Automatic,Mumbai,White,Second,Individual,FWD,5.0,50.0,11904592.392,134.0,3600.0,300.0,1600.0
Maruti Suzuki,590000,2021,8640,CNG,Manual,Bhopal,White,First,Individual,RWD,5.0,40.0,9757125.0,73.0,6000.0,101.0,3000.0
Jaguar,2550000,2013,65000,Petrol,Automatic,Mumbai,White,Second,Individual,RWD,5.0,83.0,16031054.16,335.0,6500.0,450.0,3500.0
Mercedes-Benz,6500000,2019,5750,Diesel,Automatic,Bangalore,White,First,Individual,RWD,5.0,80.0,14069266.92,192.0,3800.0,400.0,1600.0
Volkswagen,490000,2015,50000,Petrol,Manual,Delhi,White,First,Individual,FWD,5.0,45.0,9811777.118,74.0,5400.0,110.0,3750.0
BMW,5950000,2017,28000,Diesel,Automatic,Delhi,White,First,Individual,RWD,4.0,78.0,14701202.778,262.0,4000.0,620.0,2000.0
Renault,420000,2017,43000,Petrol,Manual,Hyderabad,Grey,UnRegistered Car,Individual,FWD,5.0,28.0,8585910.398,67.0,5500.0,91.0,4250.0
Hyundai,2395000,2019,44876,Diesel,Automatic,Bangalore,White,First,Individual,FWD,5.0,62.0,13742725.0,182.0,4000.0,400.0,1750.0
Hyundai,360000,2013,95610,Diesel,Manual,Rudrapur,White,Second,Individual,FWD,5.0,45.0,10281332.25,89.0,4000.0,219.744,1500.0
Nissan,325000,2013,51000,Diesel,Manual,Zirakpur,Grey,First,Individual,FWD,5.0,41.0,11288064.375,85.0,3750.0,200.0,2000.0
Land Rover,2300000,2013,110000,Diesel,Automatic,Chennai,Red,Second,Individual,AWD,5.0,57.0,15095301.0,190.0,3500.0,420.0,1750.0
Maruti Suzuki,642000,2014,53693,CNG,Manual,Mumbai,Others,First,Individual,FWD,7.0,60.0,12181159.875,82.0,6000.0,110.0,4000.0
Hyundai,290000,2018,70000,Petrol,Manual,Kheda,White,First,Individual,FWD,5.0,32.0,8125875.0,55.0,5500.0,75.0,4000.0
Hyundai,390000,2014,57000,Petrol,Manual,Delhi,Grey,First,Individual,FWD,5.0,43.0,9499848.0,81.0,6000.0,114.0,4000.0
Toyota,890000,2014,63000,Petrol,Automatic,Delhi,Grey,First,Individual,FWD,5.0,55.0,11825792.0,138.0,6400.0,173.0,4000.0
Maruti Suzuki,440000,2016,53807,Petrol,Manual,Gurgaon,White,First,Individual,FWD,5.0,42.0,9984397.5,83.0,6000.0,115.0,4000.0
Maruti Suzuki,721000,2018,46000,Petrol,Manual,Noida,White,First,Individual,FWD,5.0,43.0,11535034.5,91.0,6000.0,130.0,4000.0
Skoda,1515000,2018,67546,Petrol,Automatic,Ludhiana,Others,Second,Individual,FWD,5.0,50.0,12503756.88,177.0,5100.0,250.0,1250.0
Land Rover,7000000,2021,14500,Petrol,Automatic,Delhi,White,First,Individual,AWD,7.0,70.0,16407997.6,245.0,5500.0,365.0,1500.0
Honda,949000,2018,37100,Petrol,Manual,Mysore,Grey,First,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Mercedes-Benz,5500000,2019,30000,Diesel,Automatic,Gurgaon,White,First,Individual,RWD,5.0,80.0,14069266.92,192.0,3800.0,400.0,1600.0
Renault,319000,2018,89059,Petrol,Manual,Zirakpur,Others,First,Individual,FWD,5.0,28.0,8585910.398,53.0,5678.0,72.0,4386.0
Maruti Suzuki,459999,2013,77000,Diesel,Manual,Ludhiana,White,Second,Individual,FWD,7.0,45.0,12181159.875,89.0,4000.0,200.0,1750.0
Volvo,2100000,2018,42000,Diesel,Automatic,Raipur,Red,First,Individual,FWD,5.0,60.0,11360313.18,150.0,3500.0,350.0,1500.0
Maruti Suzuki,685000,2017,58146,Petrol,Manual,Bangalore,Red,First,Individual,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
Toyota,300000,2013,75000,Diesel,Manual,Kanpur,Silver,Second,Individual,FWD,5.0,45.0,10916054.25,68.0,3600.0,170.0,2400.0
Mercedes-Benz,5400000,2018,50500,Diesel,Automatic,Dehradun,White,Third,Individual,AWD,5.0,93.0,18530192.284,201.0,3800.0,500.0,1600.0
Mercedes-Benz,4100000,2022,3826,Diesel,Automatic,Ahmedabad,White,UnRegistered Car,Individual,FWD,5.0,43.0,11813825.784,147.0,3400.0,320.0,1400.0
Mercedes-Benz,6875000,2019,53000,Diesel,Automatic,Dehradun,White,First,Individual,AWD,7.0,100.0,18354627.0,255.0,3400.0,620.0,1600.0
Hyundai,1115000,2018,37000,Petrol,Manual,Delhi,Black,Second,Individual,FWD,5.0,55.0,12654999.0,122.0,6400.0,151.0,4850.0
Honda,761000,2017,38000,Petrol,Automatic,Ahmedabad,Grey,Second,Individual,FWD,5.0,40.0,11251071.0,117.0,6600.0,145.0,4600.0
Maruti Suzuki,825000,2021,8499,Petrol,Manual,Thane,Yellow,First,Individual,FWD,5.0,37.0,10456912.5,83.0,6000.0,115.0,4000.0
Hyundai,650000,2016,61181,Diesel,Manual,Jaipur,White,First,Individual,FWD,5.0,45.0,10399534.95,89.0,4000.0,220.0,1500.0
